date,btc:open,btc:high,btc:low,btc:close,btc:volume,btc:macd,btc:macd_diff,btc:macd_signal,btc:rsi,btc:bb_bbm,btc:bb_bbh,btc:bb_bbl,btc:atr,btc
2019-04-20,5304.160645,5358.490723,5295.87793,5337.88623,13169647522,247.82464227969467,,,72.64628532485881,5098.0792236,5604.3949771107455,4591.763470089254,139.94668363940949,5337.88623
2019-04-21,5335.878906,5359.924805,5257.339355,5314.53125,13731844223,240.54336396645886,-17.164358770216325,257.7077227366752,70.88409236875172,5155.89663085,5430.984953254584,4880.8083084454165,137.27802409373734,5314.53125
2019-04-22,5312.494629,5422.6875,5280.276855,5399.365234,14601631648,238.86480715732614,-15.074332463479237,253.93913962080538,73.40743022314253,5181.87099605,5445.675927833647,4918.066064266353,137.6446398727561,5399.365234
2019-04-23,5399.365723,5633.802246,5389.408691,5572.362305,15867308108,248.62792862985862,-4.24896879275741,252.87689742261603,77.65942717942579,5211.83801265,5508.104891131318,4915.571134168681,145.269562381845,5572.362305
2019-04-24,5571.508301,5642.044434,5418.263184,5464.866699,17048033399,244.8685831097082,-6.4066514503262795,251.27523456003448,70.15327705737914,5238.9414062,5523.426310347712,4954.456502052287,150.87754006885604,5464.866699
2019-04-25,5466.524414,5542.238281,5181.338867,5210.515625,15330283408,218.84258760406556,-25.946117564775136,244.7887051688407,56.28959131215642,5247.63312985,5517.09414626881,4978.17211343119,165.87910249250913,5210.515625
2019-04-26,5210.304688,5383.634277,5177.368652,5279.348145,16812108040,201.4488310386305,-34.67189930416819,236.12073034279868,58.66994505644319,5258.60966795,5514.0964959843295,5003.12283991567,168.76385410018705,5279.348145
2019-04-27,5279.471191,5310.75,5233.635742,5268.291016,13111274675,184.64348063507168,-41.181799766181626,225.8252804012533,58.12238288581003,5262.0793701,5516.108873267209,5008.049866932792,162.2174543787451,5268.291016
2019-04-28,5271.746582,5326.231934,5255.683594,5285.13916,12819992056,170.71670783872196,-44.086858050025086,214.80356588874704,58.75405740815428,5261.8477783,5515.7843048049135,5007.911251795086,155.66966049454905,5285.13916
2019-04-29,5284.858398,5311.274902,5216.487793,5247.352539,13735490672,154.845611718064,-47.966363336546465,202.81197505461046,56.68877637368665,5263.967480450001,5516.673893603513,5011.261067296489,151.32090681636697,5247.352539
2019-04-30,5247.726074,5363.257324,5224.189941,5350.726563,13878964574,148.89273078343922,-43.135395416937,192.02812620037622,60.753239235207886,5265.2762207000005,5519.490730098024,5011.061711301977,150.44565511519795,5350.726563
2019-05-01,5350.914551,5418.003906,5347.645996,5402.697266,13679528236,146.67782053798146,-36.28024452991582,182.95806506789728,62.65088387181546,5282.18669435,5525.48665429827,5038.88673440173,144.7251018926838,5402.697266
2019-05-02,5402.422852,5522.262695,5394.217285,5505.283691,14644460907,151.45448236233278,-25.202866164451592,176.65734852678438,66.13198616384524,5302.97392575,5547.919361640564,5058.0284898594355,143.53369532892071,5505.283691
2019-05-03,5505.552246,5865.881836,5490.20166,5768.289551,18720780006,174.45142866503102,-1.7647358894026866,176.2161645544337,73.0636236383711,5336.559082,5637.010379038337,5036.107784961662,160.11558680542637,5768.289551
2019-05-04,5769.202637,5886.893555,5645.469238,5831.16748,17567780766,195.49683188606195,15.424533865302607,180.07229802075935,74.41196700174491,5369.7313476,5729.030245233278,5010.432449966722,165.9233532478959,5831.16748
2019-05-05,5831.068359,5833.862793,5708.035156,5795.708496,14808830723,206.9288746388811,21.485261294497377,185.44361334438372,72.21658048393712,5406.1613525,5782.674689686496,5029.648015313504,163.05937351590336,5795.708496
2019-05-06,5791.693359,5802.95752,5653.6875,5746.807129,15737171804,209.62647572853803,19.34628990732341,190.28018582121462,69.18506389088212,5431.7237304499995,5827.369364552665,5036.078096347334,162.07441969333883,5746.807129
2019-05-07,5745.599121,5988.178223,5741.395996,5829.501465,18026409033,215.94777431754483,20.534070797064174,195.41370352048065,71.373485291376,5460.6019043,5882.953078878624,5038.250729721375,168.12497735810032,5829.501465
2019-05-08,5849.481445,5989.980957,5794.71582,5982.45752,15320605300,230.64103800616795,28.181867588549835,202.4591704176181,74.92122388741987,5494.8054932,5966.9334554715015,5022.677530928498,170.06356018966454,5982.45752
2019-05-09,5982.316406,6183.039063,5982.316406,6174.528809,16784645411,254.84639257695653,41.909777727470725,212.9366148494858,78.52101536764926,5538.3413086499995,6086.458482591107,4990.224134708892,172.2534956761171,6174.528809
2019-05-10,6175.822754,6434.617676,6161.519043,6378.849121,19419875368,287.2055255474961,59.41512855840821,227.7903969890879,81.55422057524046,5590.3894532,6240.659110940354,4940.119795459646,179.45671977068014,6378.849121
2019-05-11,6379.666992,7333.00293,6375.69873,7204.771484,28867562329,375.1706697888294,117.90421823979318,257.2664515490362,88.57671520444129,5684.9014649,6629.96594152309,4739.83698827691,235.0172540727744,7204.771484
2019-05-12,7203.507324,7503.87207,6815.770996,6972.371582,27773333680,421.2747573421384,131.20664463448173,290.06811270765667,79.41497056927435,5763.551782299999,6851.491600451801,4675.611964148197,267.38038406757624,6972.371582
